"Case.Study.ID","weight","DEM","AvgTemp","AvgMonthlyPrec","ET","HANPP_Total","HANPP_LC","HANPP_NPP","Livestock","PA","Pop_dense","Pop_delta","GDP","HDI","Market_access","Market_density","Market_influence","Malnutrition","hf_score","hf_rank","pf_score","Mammals","HANPP_forest","HANPP_forest_harvest","HANPP_forest_new","HANPP_pasture","HANPP_pasture_harvest","HANPP_cropland","HANPP_cropland_harvest","tropical.broadleaf.evergreen","temperate.broadleaf.evergreen","broadleaf.deciduous","needleleaf.evergreen","needleleaf.deciduous","C3.grass","C3.crop","C3.pasture","C4.grass","C4.crop","C4.pasture","evergreen.shrubs","deciduous.shrubs","urban","lake","bare.soil","Fire_development_stage"
"45b",0.335668044158335,1241,13.33500004,3,1370.25,0.112041515,0.083738654,1057.916318,422.4075904,0,23.09579086,1.817545891,1621.104736,0.397000015,0.07483712,127547.6112,175.6751507,39.25,6.082,126.8,5.68,117,0.039736544,0.037447952,0.050562516,0.17307041,0.018224124,0.569780276,0.130992447,0.033850171,0.706047416,1e-06,2.33e-06,1e-06,0.00940522,0.018306086,1e-06,0.080146551,0.117741436,1e-06,0.024675358,1e-06,0,0,0.009820458,"TRUE"
"45c",0.335668044158335,1241,13.33500004,3,1370.25,0.112041515,0.083738654,1057.916318,422.4075904,0,23.09579086,1.817545891,1621.104736,0.397000015,0.07483712,127547.6112,175.6751507,39.25,6.082,126.8,5.68,117,0.039736544,0.037447952,0.050562516,0.17307041,0.018224124,0.569780276,0.130992447,0.033850171,0.706047416,1e-06,2.33e-06,1e-06,0.00940522,0.018306086,1e-06,0.080146551,0.117741436,1e-06,0.024675358,1e-06,0,0,0.009820458,"TRUE"
"460a",1.35057024826059,2912.5,11.83625031,89,1072.654372,0.208298714,0.105022635,899.8207814,2209.900251,0,49.06719543,4.154487491,6464.846191,0.643000007,0.13892422,2027161.484,1100.932803,143.875,6.903636364,83.63636364,7.562727273,126.1909959,0.024003075,0.024003075,0.015530881,0.159035394,0.13587941,0.606017151,0.194223769,0.020867141,0.667543828,1e-06,0.001633571,1e-06,0.038457215,0.041753534,0.091511909,0.037632775,0.045772914,0.027730433,0.024004796,1e-06,0,0,0.00308887,"FALSE"
"462a",1.35057024826059,2428.75,13.93318748,140.75,1154.785526,0.194523496,0.090210983,975.753047,1898.341915,0,7.184527993,0.627485882,6498.886108,0.643000007,0.108682782,1185467.377,864.8563589,145.9375,6.903636364,83.63636364,7.562727273,133.667107,0.0293999,0.0293999,0.01378863,0.204824065,0.181279805,0.619349429,0.249745072,0.022745285,0.726565897,1e-06,0.001300749,1e-06,0.013073169,0.010461769,0.009854385,0.059777621,0.078290522,0.040721942,0.0352691,1e-06,0,0,0.001936536,"FALSE"
"463a",1.35856178819113,738.5,15.85774946,86,1239.5,0.061406835,0.022837563,786.0795708,1362.364455,0,0.696385562,0.000354424,26288.48828,0.87844646,0.547515298,21489236.82,22642.01634,0,8.7,4,9.25,44,0.046653302,0.04674669,0,0.099144833,0.047509516,0.115868269,0.028380942,1e-06,1e-06,1e-06,0.715932846,0.006493926,0.087967254,0.088364355,0.026526831,0.008703959,0.008412458,0.008009804,0.000267046,1e-06,0,0,0.049317516,"FALSE"
"464a",1.61687987467818,219.375,7.632938921,52.8125,1350.504449,0.663702579,0.17719361,499.0377364,1035.018136,0.25,398.5294592,3.614767184,21616.08383,0.744284296,0.336396834,8149649.036,10408.40486,0,8.163636364,29.63636364,8.734545455,27.19645279,0.055592836,0.082145222,0,0.174747671,0.162976758,0.434887059,1.301321834,0.024378883,0.064855034,0.07841637,0.032360988,0.085639419,0.286608383,0.193427039,0.073623965,0.055398574,0.029044553,0.035564274,0.002658735,0.003050631,0,0,0.034973149,"FALSE"
"466a",0.3,793.0833333,5.610375007,162.8333333,1731.07242,0.325232001,0.113633261,452.0637649,905.3523451,0,47.00520641,2.016604507,13236.44946,0.575999975,0.116116388,402141.1206,1390.961837,78.25,7.04,76,7.08,45.37824314,0.123357751,0.124501869,0,0.079780478,0.079780478,0.634498167,0.661928057,8.56e-05,9.17e-05,0.167115815,5.68e-05,0.073346213,0.241011538,0.206157669,0.064592712,0.062813191,0.046622369,0.041608826,1.76e-05,0.01604176,0,0.010823822,0.069614351,"FALSE"
"467a",1.20329758382643,677.25,19.45131254,83.25,1460.25,0.213828817,0.104893772,705.7569026,847.9811451,0.25,0.410462357,1.47e-05,30000.58008,0.880248427,0.433438221,7657975.588,17825.8731,0,8.7,5,9.25,47,0.036436949,0.036569007,0.009233854,0.190261128,0.050308525,0.272622442,0.04434705,7.19e-05,0.591770172,5.33e-06,0.072778016,1e-06,0.100127138,0.001283232,0.066438392,0.015466272,0.005236,0.01456737,0.011077124,5.27e-05,0.081279494,0.02715143,0.012694434,"FALSE"
"468a",1.35856178819113,616.0441176,-17.03640074,22.88235294,843.7200813,0.297840067,0.167137249,554.7673784,241.0819291,0.125,2.019600918,0.100924273,38755.28906,0.858522832,0.153331215,501612.5662,6218.920938,0,8.64,6,9.1,41.90805361,0.073763013,0.073763013,0.037125561,0.065766284,0.036522241,0.619096465,0.246612125,2.06e-05,6.45e-06,2.23e-06,0.244029554,0.261928082,0.174155008,0.209212475,1e-06,0.008032804,0.003286682,1e-06,0.000367819,0.000269156,0,0.024363893,0.074323289,"FALSE"
"469a",1.20329758382643,731,-5.473625183,9,1466.053571,0.481130754,0.104520882,520.4961062,1974.536496,0,0.074077544,-0.004659605,34371.33203,0.878023148,7.02e-06,0.2956,4.823423779,0,8.44,17,8.8,50,0.074676804,0.124645896,0,0.167021407,0.160963571,0.717591356,0.998406502,0.047702085,0.000244624,0.171055719,1.65e-05,0.078613073,0.324844956,0.197653562,1e-06,0.071415909,0.064390533,1e-06,0.000705308,0.008756927,0,0,0.034598842,"FALSE"
"469b",1.20329758382643,2806,-5.064249992,27,1457,0.130536273,0.010986643,388.8278085,163.0828036,0,1.159921888,-0.021863468,28386.79688,0.830687821,0.467601001,388323.948,22451.28479,0,8.44,17,8.8,70.75,0.12414755,0.124645896,0.08996021,0.317937679,0.140123518,0.745393648,0.425758853,1e-06,1e-06,0.000304259,1e-06,0.000193458,0.58850497,1e-06,1e-06,0.327730954,0.000650444,1e-06,1e-06,0.00488319,0,0,0.077725723,"FALSE"
"469c",1.35856178819113,281,7.849246979,211.5,1160.25,0.166636778,0.023728336,579.9995485,369.605046,0,15.01903892,0.474220037,40943.78906,0.889160812,0.020073394,86587.72549,968.5160502,0,8.44,17,8.8,64,0.124645896,0.124645896,0.063379608,0.215092609,0.100576501,0.53852277,0.289127212,1e-06,1e-06,0.114675693,0.121516824,0.562098205,0.10631872,0.011913628,0.015436795,0.002565651,0.003254227,0.005021054,8.7e-06,1e-06,0,0,0.057187501,"FALSE"
"46a",0.383032246708284,638.5,23.40625,17.5,1853.235294,0.203179045,0.084071983,648.6790655,2253.402018,0,3.457550049,0.449574947,7266.11377,0.594601631,0.045271,260071.586,575.1362882,75,6.914545455,83.09090909,6.908181818,91,0.055612881,0.057689138,0.042475633,0.197401294,0.14460489,0.680252883,0.472317293,0.027356723,0.628090262,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.127655283,0.075121552,0.102487281,0.009719776,1e-06,0,0,0.029562147,"FALSE"
"470b",1.35856178819113,137,-8.755437851,35.5,814.5,0.370743528,0.289542703,558.5765944,372.0872308,0,42.46687698,1.886213303,27016.17578,0.815671206,0.402268529,18797465.76,6428.316765,30,6.357272727,111.8181818,6.155454545,55.85714286,0.026257716,0.027992267,0.105390705,0.225068522,0.021775716,0.650875904,0.144261049,7.01e-06,1e-06,1e-06,0.252652913,0.136420295,0.134485841,0.166062966,0.109441377,0.00042336,0.004811193,0.002569159,0.002233112,1e-06,0.092971273,0,0.097918503,"FALSE"
"470c",1.35057024826059,669,-22.75362492,11.5,835.4344729,0.050358435,0.02406478,594.0752973,22.89203351,0,4.33878814,-0.151789207,18335.46875,0.713164747,0.002987236,2003.439135,49.34408736,30,6.357272727,111.8181818,6.155454545,49.03043272,0.027981051,0.027992267,0.034900926,0.073137201,0.014466473,0.069944193,0.007112688,1.35e-05,3.21e-06,0.071269102,0.206458032,0.563407362,0.128350556,1e-06,1e-06,0.00402844,1e-06,1e-06,0.000312404,7.7e-05,0,0,0.02607638,"FALSE"
"471b",1.61687987467818,122.25,-4.32893765,36.25,769.375,0.515819739,0.294097407,603.9905274,894.3980986,0.5,50.38292503,-3.703591347,11973.38672,0.731000006,0.475703522,1147249.81,7225.088565,0,8.246363636,26.81818182,8.646363636,54,0.084392926,0.161660761,0.229786351,0.241476538,0.070701114,0.606778461,0.237056036,0.000931917,0.000387369,0.001144857,0.15485163,0.000748129,0.3085998,0.312292606,0.060471546,0.007564764,0.001119413,0.002082795,0.009753927,0.022756675,0,0.029055981,0.088238575,"FALSE"
"471c",3,162,-4.699749947,40,757.625,0.485813026,0.254943438,607.1263738,328.8133942,1,18.41914988,-1.570225716,16327.34399,0.731000006,0.736303959,558268.4616,11752.27333,0,8.246363636,26.81818182,8.646363636,54,0.161660761,0.161660761,0.150403231,0.201251686,0.040458103,0.60253464,0.211204329,0.001924924,0.000636299,0.000886699,0.171739861,0.001820882,0.256941795,0.300180674,0.05101914,0.006279223,0.002045568,0.003299642,0.019929549,0.08393731,0,0.02374028,0.075618148,"FALSE"
"471d",3,67,-3.86087501,37.5,738.75,0.535330824,0.310738699,619.3833208,737.0768312,0,23.47277451,-0.270445824,11429.14258,0.731000006,0.528061963,1505234.134,8407.892399,0,8.246363636,26.81818182,8.646363636,55,0.161405898,0.161660761,0.170305386,0.191933192,0.043116894,0.637996928,0.267513393,0.00153959,0.000756543,0.001029191,0.026243245,0.000682065,0.311871916,0.435998499,0.058537092,0.007351093,0.001888295,0.0035695,0.016978087,0.063913584,0,0,0.069641307,"FALSE"
"473b",1.84502856865117,562,8.551499844,144.5,1926.777273,0.63167133,0.238743143,393.2172502,1354.404741,0,25.80698862,2.719697285,2854.961914,0.785000026,0.687917837,11184787.76,9473.435322,99.125,7.524545455,52.54545455,7.632727273,53.69300226,0.245749821,0.137765422,0.479178309,0.240422998,0.157461081,0.436514883,1.314519269,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,0.999987006,"FALSE"
"473c",1.84502856865117,127.5,11.38725567,154,1851.617647,0.524393911,0.000585132,427.9711371,8959.682818,0.5,1309.191093,18.72061157,19795.64063,0.785000026,0.90572722,35798144.25,25709.84499,0,7.524545455,52.54545455,7.632727273,45.67647059,0.371325923,0,0,0.203178386,0.138468553,0.223269208,1.426594595,0.002061804,0.008298228,1e-06,0.339820534,1e-06,0.135006428,0.180585027,0.004344233,0.088521272,0.076418392,0.027011629,2.56e-05,1e-06,0,0,0.137903824,"FALSE"
"474a",1.35856178819113,197.9107143,-11.71863105,99.3125,784.0773119,0.120690765,0.040536461,614.1606745,20.96363978,0,7.160328146,-0.150462463,22252.95313,0.825754762,0.053086155,848262.4209,2133.195336,0,8.653636364,5.909090909,9.1,38.4529558,0.100078851,0.100078851,0.090485997,0.092029649,0.036386758,0.579303823,0.095702522,1.55e-05,4.43e-06,1e-06,0.229458071,0.585079163,0.135154873,0.000136398,1e-06,0.003312935,0.000135234,1e-06,0.004055289,0.000270104,0,0,0.042375071,"FALSE"
"477a",3,61.7173913,-25.0734403,24.73913043,481.3672733,0.053572666,0.049038818,395.970022,0.058231884,0.166666667,0.801421221,0.019936379,74082.66406,0.777121782,0,0,1.589999914,30,6.357272727,111.8181818,6.155454545,25.17595828,0.012887918,0.027992267,0.004737245,0.015114874,0.008110389,0,0,3.54e-05,1e-06,2.82e-05,0.367215198,0.08761658,0.375220232,1e-06,1e-06,0.000193554,1e-06,1e-06,0.000448606,0.030829959,0,0.055055527,0.083351683,"FALSE"
"478b",1.61687987467818,401.5825243,4.503454112,77.09708738,1305.012559,0.455554257,0.003473532,631.5058586,607.0883247,0.166666667,113.3643398,6.854808453,23970.7182,0.797311924,0.459121221,4887930.52,14961.8248,0,8.131818182,31.90909091,8.751818182,60.25879937,0.241570009,0.333644032,0.228609636,0.190003336,0.190003336,0.684751208,0.807813344,0.011093316,0.007384753,0.029045561,0.012984243,0.012005466,0.185741767,0.15100956,0.06692633,0.022206957,0.024966007,0.013020347,1e-06,0.40364331,0,0,0.05997137,"FALSE"
"479a",1.61687987467818,1828.25,-2.412499992,109.5,1100.25,0.251470745,0.035083528,624.4873607,785.4897112,0.25,55.88676071,1.537974358,24793.96582,0.791144371,0.538209881,1779140.441,17340.24791,0,8.131818182,31.90909091,8.751818182,69,0.157093563,0.333644032,0.030448526,0.272183504,0.195871526,0.792758133,0.3963886,0.063569054,0.004321338,0.243524626,0.031740461,0.00903153,0.17594716,0.176167458,0.058445323,0.023108792,0.023277907,0.015474257,0.000366695,0.150009751,0,0,0.025015645,"FALSE"
"47a",0.335668044158335,853,11.66724968,15,1281.25,0.39568837,0.197212164,567.4233558,2196.708123,0,45.35072136,0.772548676,1274.305664,0.476999998,0.04793056,54769.0768,156.4101445,315.75,6.133636364,121.9090909,6.245454545,96,0.2006589,0.200682357,0.463802457,0.229546292,0.051038167,0.8120544,0.577544702,0.022492606,0.58186847,1e-06,1e-06,1e-06,0.019575568,0.02716502,0.026575053,0.055203687,0.16835928,0.089918979,0.008787629,1e-06,0,0,4.97e-05,"TRUE"
"47b",0.335668044158335,611,12.60649967,18,1279.75,0.403319719,0.216912329,545.1588347,569.2731613,0,40.21889114,1.341403961,2083.073486,0.476999998,0.192855599,268626.418,631.7764403,331,6.133636364,121.9090909,6.245454545,98,0.200668917,0.200682357,0.839969218,0.230414203,0.048883061,0.820597959,0.525590605,0.022492606,0.58186847,1e-06,1e-06,1e-06,0.019575568,0.02716502,0.026575053,0.055203687,0.16835928,0.089918979,0.008787629,1e-06,0,0,4.97e-05,"TRUE"
"480a",1.61687987467818,463.1052632,6.727444385,207.7368421,1105.840983,0.117727052,0.016949067,741.5964693,3401.785558,0,70.88483827,0.302505809,18891.44631,0.749211848,0.244012903,2641164.954,7224.814351,0,8.245454545,25.18181818,8.804545455,48.2415511,0.11048951,0.11048951,0.109373547,0.39521417,0.222204039,0.791260616,0.305616542,1e-06,5.7e-06,0.078802899,0.229719266,0.421528846,0.076922417,0.055265285,0.076666258,0.004049532,0.00374366,0.003373468,0.000118917,1e-06,0,0,0.049801752,"FALSE"
"481a",1.61687987467818,474.4705882,6.629875001,208.9705882,1105.779013,0.112794899,0.013164483,733.8426524,3821.652623,0,70.11215084,0.276705869,18916.03027,0.749211848,0.240081303,1602577.481,6948.49607,0,8.245454545,25.18181818,8.804545455,48.24865764,0.12494833,0.12494833,0.109373547,0.353647843,0.180529372,0.782738882,0.265527769,1e-06,5.7e-06,0.078802899,0.229719266,0.421528846,0.076922417,0.055265285,0.076666258,0.004049532,0.00374366,0.003373468,0.000118917,1e-06,0,0,0.049801752,"FALSE"
"482a",1.5411415102851,2007,10.4781251,45.5,2055.641667,0.048285785,0.006495744,559.7575734,587.490559,0,3.863940763,0.122578335,15128.42871,0.642765284,0.00244656,915.0928,32.28537566,75,6.914545455,83.09090909,6.908181818,64.87288136,0.057689138,0.057689138,0.064120576,0.0682582,0.044752763,0.624524102,0.637222998,0.026255842,0.000267456,0.317083746,3.48e-05,0.000126757,0.020884803,0.00216367,0.000402521,0.502416849,0.070944101,0.0018578,0.001939631,0.002770042,0,0,0.052852001,"TRUE"
"483a",0.383032246708284,376.5,25.42131233,264.5,1857.25,0.430488988,0.329902732,781.8128877,644.3121787,0,29.2814908,3.252435207,1622.588989,0.484454095,0,0,0.429999977,264,6.952727273,80,6.88,13,0.072066088,0.096727036,0.071820237,0.214026589,0.021903272,0.601341223,0.324285695,0.021302851,0.450317889,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.114939965,0.230172098,0.114719823,1e-06,1e-06,0,0,0.068539381,"FALSE"
"483b",0.3,691,23.72574997,311.5,1619.5,0.33854001,0.228580546,935.2270458,1270.911239,0,74.15837479,7.728096008,1622.588989,0.484454095,0,0,0.399899979,264,6.952727273,80,6.88,24,0.058999601,0.096727036,0.021465536,0.0968149,0.011943296,0.437432677,0.156084465,0.021302851,0.450317889,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.114939965,0.230172098,0.114719823,1e-06,1e-06,0,0,0.068539381,"FALSE"
"484a",1.55026069081933,440.826087,25.44546973,318.1304348,1838.170794,0.050769806,0.0140973,1180.564003,458.1603045,0.25,34.08548568,0.004990976,26062.75,0.882951319,0.064749406,4356391.602,2776.625434,0,8.662727273,5.727272727,9.193636364,54.59370823,0.031918259,0.039220966,0.030039966,0.114521334,0.039895392,0.325986892,0.067969499,0.315467432,0.001469817,1.57e-05,0.000177986,1e-06,0.000216469,1e-06,1e-06,0.506397843,1e-06,1e-06,0.052677583,1e-06,0,0,0.12357118,"FALSE"
"485a",1.55026069081933,284.4107143,22.74873676,23.375,1917.380976,0.053728778,0.015291278,413.5374636,69.74456406,0.75,0.006692333,4.81e-07,34521.01563,0.883852363,0,0,4.130000114,0,8.65,7,9.21,16.64652939,0.035023887,0.035023887,2.84e-05,0.064913874,0.064913874,0,0,1e-06,1e-06,1e-06,1e-06,1e-06,4.95e-05,1e-06,1e-06,0.300926119,1e-06,1e-06,1e-06,1e-06,0,0,0.699013352,"TRUE"
"486a",0.3,54,24.71612501,131.75,1644.3125,0.160835038,0.076073543,677.0823208,651.5625355,0.25,6.362144709,0.163505435,1266.414429,0.209000006,0.453415202,6050573.625,888.2806056,57.375,6.231818182,116.6363636,6.824545455,96.42857143,0.181211166,0.033260092,0.094882056,0.126327748,0.027669921,0.765372564,0.1656481,0.018245982,0.488709003,1e-06,1e-06,1e-06,0.027593028,0.010526314,0.038323194,0.081086598,0.048023943,0.280545861,0.004190424,1e-06,0,0,0.002751663,"TRUE"
"487a",3,355.25,1.25074999,105,695.25,0.49450107,-0.079941343,460.0899877,1696.385417,0,2.3065878,0.128128156,26749.68164,0.781376451,0.676249015,1546155.203,23892.8195,0,8.547272727,10.54545455,9,34,0.144605646,0.16016978,0.103919007,0.311375006,0.290181744,0.799619263,0.772336331,2.55e-05,9.55e-06,1e-06,0.280700564,0.054148067,0.181574702,0.174108416,0.211085349,9.66e-05,0.000105654,6.26e-05,0.005836826,0.008220322,0,0,0.084024869,"FALSE"
"488a",1.61687987467818,447,0.972750008,90,816,0.624678158,-0.007468936,590.9863894,2767.439014,0,97.43875885,-1.501747131,32157.65234,0.800758541,0.912539403,19014495.7,33600.14223,0,8.490909091,12.63636364,9.119090909,60,0.320642,0.288115829,0,0.409436222,0.390255406,0.612335348,0.641789834,0.002481634,0.00104518,0.070034109,0.314077407,0.00689415,0.144684926,0.172915876,0.076373376,0.000676034,0.001403237,0.00108651,0.030480577,0.071316458,0.043939982,0,0.062590554,"FALSE"
"488b",1.61687987467818,330.52,0.544229997,96.82,774.4720731,0.570636164,0.021398586,582.3955506,1627.40593,0,281.3827593,-8.656531339,32964.0672,0.790174803,0.80187274,12477920.31,28793.65185,0,8.490909091,12.63636364,9.119090909,53.31989862,0.275165425,0.283092111,0,0.36722946,0.324952295,0.871781535,0.819008551,0.003366146,0.001572862,0.002342875,0.011204289,0.000368953,0.184206977,0.382087797,0.0990839,0.000660714,0.000399662,0.000277233,0.034289051,0.175988033,0.029090974,0,0.075060517,"FALSE"
"489a",1.55026069081933,131.626087,28.3277362,314.173913,2258.498936,0.021054794,0.004052134,729.5386051,43.78672421,0.583333333,0.083246637,1.93e-05,37636.16016,0.821685314,0.001579256,3421.7533,71.10186762,0,8.662727273,5.727272727,9.193636364,45.0604368,0.009042594,0.052352108,0.012290444,0.019401489,0.018886333,0,0,0.602292538,0.016997272,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.338916078,1e-06,1e-06,0.004265735,1e-06,0,0,0.037519382,"FALSE"
"48a",1.35057024826059,339,24.59200096,352,1417,0.165283611,0.077536702,1139.604428,19.93363191,0,6.609667301,0.560070753,9198.800781,0.643000007,0,0,0.73757753,235,6.576363636,100.8181818,6.115454545,102.25,0.099538066,0.099793106,0.045182593,0.059821212,0.015223949,0.420138208,0.143935501,0.030262375,0.811455011,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.064680077,0.019607741,1e-06,0.0528403,1e-06,0,0,0.021146506,"TRUE"
"48b",1.1962193627451,132,25.61824989,339,1437,0.302024761,0.170144959,1118.602556,15.23584107,0,15.17934704,1.286223412,9198.800781,0.643000007,9.07e-06,10.32,1.253607603,186.5,6.576363636,100.8181818,6.115454545,101,0.099704105,0.099793106,0.094507366,0.140829843,0.013743915,0.559565144,0.373018209,0.016621571,0.515405536,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.017015133,0.356961727,0.053198986,0.000202615,1e-06,0,0.021965904,0.018621538,"FALSE"
"490a",1.20329758382643,347,-0.935812511,33.25,1460.756426,0.287490572,-0.024029177,294.1581776,999.7834187,0,153.4694291,6.962283391,37605.85547,0.886376381,0.29504752,1576529.119,13823.23314,0,8.469090909,14.27272727,8.741818182,58.23500612,0.053892743,0.144876033,0,0.221108211,0.163584815,0.62544936,0.876661488,0.000389614,2.43e-05,0.091221675,0.081911184,0.46318236,0.195821717,0.038342707,1e-06,0.008127959,0.007187509,0.000173875,3.97e-05,0.038477924,0,0,0.075098515,"FALSE"
"491a",3,72.13953488,-21.40432549,16.60465116,587.3924564,0.081235967,0.008579814,413.3031548,9.16434495,0.666666667,1.127517593,-0.082891119,43268.66016,0.886376381,0,0,4.739999771,0,8.41,16,8.69,28.03840399,0.095609162,0.127144873,0.035418633,0.053956728,0.051884229,0,0,3.1e-05,1e-06,7.65e-06,0.516571149,8.44e-05,0.301574692,1e-06,1e-06,0.000230711,1e-06,1e-06,0.001251248,0.079319123,0,0,0.100925092,"FALSE"
"492a",1.55026069081933,77.5,28.72737551,253.25,2140.78125,0.026727196,0,697.2673781,42.88695814,0,0.028202216,6.17e-06,37636.16016,0.821685314,0,0,4.130000114,0,8.662727273,5.727272727,9.193636364,41.125,0.019248763,0.039220966,0.013449028,0.033162193,0.033162193,0,0,0.074468501,0.628853321,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.271182537,1e-06,1e-06,7.09e-05,1e-06,0,0,0.025415706,"TRUE"
"492b",1.55026069081933,38.75,28.48799992,323,2252.75,0.031975877,0.010487325,742.731045,124.6480331,0,0.052676326,1.29e-05,37636.16016,0.821685314,0.030747636,149921.8552,1254.64733,0,8.662727273,5.727272727,9.193636364,43,0.021020451,0.039220966,0.012595818,0.036101824,0.035637901,0.009025876,0.00184989,0.607797563,0.025660601,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.328412831,1e-06,1e-06,0.000700107,1e-06,0,0,0.037419882,"FALSE"
"493a",0.335668044158335,1071,-19.48125029,1,1418,0.156282496,0.124305897,139.3382664,120.6904466,0,2.954342246,0.079006076,1200.134033,0.518418193,0.00069821,49.29,5.725676086,26,8.39,17,8.7,32.2,0.001429149,0,0,0.265457182,0.044226556,0,0,1e-06,1e-06,1e-06,1e-06,1e-06,0.32771647,1e-06,1e-06,0.601819754,1e-06,1e-06,1e-06,1e-06,0,0,0.070452809,"FALSE"
"494a",3,330.5,2.73012501,126.25,669.3671875,0.574159579,0.025477307,524.7493468,2659.033914,0.5,7.875748873,0.192259312,24233.01172,0.760453135,0.916197681,27820559.75,32141.48487,0,8.547272727,10.54545455,9,35,0.135459696,0.142767921,0.109439865,0.466909537,0.361347961,0.879036176,0.822440686,3.42e-05,1.36e-05,0.008326234,0.131675713,2.26e-05,0.184620209,0.190594573,0.337435417,0.004223552,0.000149166,6.63e-05,0.00286771,0.002371594,0.045360615,0,0.09223846,"FALSE"
"495a",1.1962193627451,475,24.56212521,233.5,1554.1,0.340970275,0.182404243,1018.538702,2489.176859,0.25,2.550649484,0.086084013,16406.47656,0.659773767,0.164348623,3017710.484,1762.273328,47,7.012727273,76.63636364,7.511818182,126.7813022,0.077658772,0.079568595,0.025092954,0.259049039,0.076268208,0.685109198,0.549154469,1e-06,0.267576516,1e-06,1e-06,1e-06,1e-06,0.017699949,0.01397037,1e-06,0.501930952,0.154171854,1e-06,1e-06,0,0.04075804,0.003884297,"FALSE"
"496c",3,458.3396095,-35.66211775,11.53289449,524.9638913,0.036000448,0.02548378,404.5263953,7.0314742,0.085403727,0.264954412,-0.000306372,40579.09832,0.73778163,0.000438039,4303.317848,8.424476333,30,6.357272727,111.8181818,6.155454545,25.70109736,0.027992267,0.027992267,6.34e-09,0.019889092,0.013414511,0,0,2.08e-05,3.2e-06,8.58e-06,0.204555855,0.000153184,0.424208929,1e-06,1e-06,0.000803983,1e-06,1e-06,0.005158542,0.143803216,0,0.021039053,0.200240641,"FALSE"
"497a",1.35057024826059,933.8301314,-26.57117819,2.862487361,791.863641,0.056557201,0.031448852,482.4191669,59.15816968,0,2.950636429,-0.07506337,15657.96523,0.685070374,0.003978034,85420.01375,65.66657599,33.27981651,6.357272727,111.8181818,6.155454545,47.74208658,0.032108474,0.032512065,0.020969979,0.021816746,0.019836599,0.802177792,0.096301028,0.029204751,9.7e-06,0.010708247,0.281688609,0.039131307,0.278414499,0.021598902,2.17e-05,0.006129773,0.003442928,1.57e-05,0.000532928,0.217617909,0,0.006087821,0.105395215,"FALSE"
"498a",0.335668044158335,74,25.82412529,224.5,1354.25,0.180072462,0.095755652,936.3684159,636.3189532,0,343.948493,20.53886104,12877.99414,0.544334471,0.05749767,232946.3988,614.930318,77,7.34,60,8.01,155,0.085854836,0.085854836,0.145581245,0.243675716,0.069324991,0.69854933,0.272743246,0.036151774,0.621875584,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.183378175,0.000153914,1e-06,0.05286533,1e-06,0,0.074795745,0.030771501,"FALSE"
"499a",0.3,239.8571429,25.83657128,8.5,1476.670929,0.635724442,0.326764629,790.5849384,128.2903699,0,511.4855928,72.62132457,2986.995361,0.410216182,0.579448578,3171978.931,1369.081058,251,6.03,125.1818182,5.525454545,99.98074501,0.410758704,0.410758704,0.067600273,0.107520579,0.038059131,0.843706998,0.326339332,0.002280926,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.311122477,0.275039218,0.230961829,0.001050486,1e-06,0,0.019676974,0.159860075,"FALSE"
"49a",1.1962193627451,583,23.34325027,155,1661.25,0.273878332,0.153708685,1187.817567,83.27014055,1,660.8694458,122.1638184,8753.605469,0.643000007,0.068200801,3671819.806,981.9982052,183,6.576363636,100.8181818,6.115454545,122.25,0.090615163,0.099793106,0.058896299,0.084686019,0.012555221,0.289368845,0.245084904,0.022579713,0.672322452,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.070772074,0.196303114,1e-06,0.015096237,1e-06,0,0,0.022918429,"FALSE"
"49b",1.1962193627451,583,23.34325027,155,1661.25,0.273878332,0.153708685,1187.817567,83.27014055,1,660.8694458,122.1638184,8753.605469,0.643000007,0.068200801,3671819.806,981.9982052,183,6.576363636,100.8181818,6.115454545,122.25,0.090615163,0.099793106,0.058896299,0.084686019,0.012555221,0.289368845,0.245084904,0.022579713,0.672322452,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.070772074,0.196303114,1e-06,0.015096237,1e-06,0,0,0.022918429,"FALSE"
